max_vibr,max_f1,max_f2,max_f3,max_dist,min_vibr,min_dist,mean_vibr,mean_dist,std_vibr,std_dist,labels
762.0,223.0,631.0,614.0,86.0,0.0,38.0,134.87,46.69,140.33372046660773,13.87709984110513,0.0
762.0,223.0,631.0,614.0,86.0,0.0,38.0,130.62,46.67,137.89719213965165,13.824655511078749,0.0
762.0,223.0,631.0,614.0,86.0,0.0,38.0,127.47,46.57,137.2456523901577,13.595775079045694,0.0
762.0,223.0,631.0,614.0,86.0,0.0,38.0,125.07,46.62,136.8300591975316,13.723541816892606,0.0
762.0,223.0,631.0,614.0,86.0,0.0,38.0,123.64,46.62,136.58795847365172,13.723541816892604,0.0
762.0,223.0,631.0,614.0,86.0,0.0,38.0,123.49,46.52,136.5649658587443,13.499985185177056,0.0
762.0,223.0,631.0,614.0,86.0,0.0,38.0,123.7,46.48,136.6201668861519,13.400358204167528,0.0
762.0,223.0,631.0,614.0,86.0,0.0,38.0,122.66,46.66,135.78160552887863,13.711469651353934,0.0
762.0,223.0,631.0,614.0,86.0,0.0,38.0,120.65,46.69,132.94159431870824,13.783101973068328,0.0
762.0,223.0,631.0,614.0,86.0,0.0,38.0,120.21,46.63,132.34925727029977,13.62839315546774,0.0
762.0,223.0,631.0,621.0,86.0,0.0,38.0,121.81,46.72,134.60272619824607,13.836964985140348,0.0
774.0,225.0,631.0,621.0,86.0,0.0,38.0,127.46,46.7,149.20947825121564,13.784411485442531,0.0
774.0,225.0,631.0,621.0,86.0,0.0,38.0,132.86,46.82,160.3001572051631,13.993841502603923,0.0
774.0,225.0,631.0,621.0,84.0,0.0,38.0,136.19,46.63,163.8947036972214,13.583559916310598,0.0
774.0,225.0,631.0,621.0,84.0,0.0,38.0,137.99,46.47,164.92286045300088,13.316497287199814,0.0
774.0,225.0,631.0,621.0,84.0,0.0,38.0,139.24,46.62,165.29295931769147,13.383407637817806,0.0
774.0,225.0,631.0,621.0,84.0,0.0,38.0,139.09,46.78,165.22548804588232,13.38699368790469,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,137.56,46.95,164.4162595365799,13.407740301780908,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,136.35,47.17,164.02910564896703,13.472234410074671,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,137.1,47.45,164.42083201346477,13.61056574871155,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,141.11,47.8,169.04797514315277,13.912584231550944,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,144.78,48.2,172.11499527931898,14.30943744526667,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,147.18,48.6,172.69993514764272,14.63010594630128,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,149.41,48.99,172.70258220420448,14.938872112713195,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,151.52,49.37,172.556337466927,15.21161069709582,0.0
